column,n_eval,rmse,mae,bias,nrmse,nbias,sd_ratio,method,repeat,fold,masking,fingerprint,computed_at
light_sleep_duration,201,3922.0901472500173,3039.0588037150387,108.99836802046403,0.8943777080543338,0.02485555071704758,0.49967629813554065,kalman,0,0,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
rem_sleep_duration,201,1784.9003486474091,1364.332495755059,-40.327729246428675,0.7832270931405748,-0.01769609724967338,0.5818060830977116,kalman,0,0,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_breath,202,0.5857194016634008,0.4292314069865894,0.08351813113173198,0.4254719328455782,0.06066833466563121,0.9856704782930917,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_heart_rate,202,4.759687576784866,2.945834756681897,-0.1906017194562565,0.6876146416379005,-0.02753553272250947,0.8999443865080335,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_hrv,202,13.494971265335764,8.577015921874793,1.0547785118913495,0.48997014090668517,0.038296485849085626,0.9270059044215335,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
deep_sleep_duration,202,1324.0971796515078,1032.2317930198722,40.82778254771454,0.7115689839579239,0.021940824428293475,0.6403299204226597,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
light_sleep_duration,202,3423.4257511932087,2597.932697636459,160.99133882247617,0.7806642790179572,0.036711819266469894,0.5157759310910078,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
rem_sleep_duration,202,1728.5748039826296,1357.1248006879946,-59.75679750863528,0.7585110395800578,-0.026221711953580827,0.6178991527663306,kalman,0,1,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_breath,194,0.48470063272285957,0.35394698832888183,-0.03565973323280463,0.3520909747404668,-0.02590355651568155,0.9024279650170465,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_heart_rate,194,4.229550996354451,2.755212640996736,-0.480298392941518,0.6110277503995394,-0.06938695072184335,0.8125027479528653,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_hrv,194,14.055020545735301,8.810657161337936,1.427687964411918,0.5103041912308168,0.05183593646401746,0.8602050197826845,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
deep_sleep_duration,194,1450.391402204024,1093.5853669457495,-146.19357397314232,0.7794394190003897,-0.07856433386605773,0.6518439482244089,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
light_sleep_duration,194,3762.7669446964464,2888.061539284128,225.67556107117198,0.8580462838927424,0.05146214989888253,0.5166948767231929,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
rem_sleep_duration,194,1809.5862799192926,1412.1414248168976,120.85040483612117,0.7940594570908631,0.05303002565739022,0.6318663734930816,kalman,0,2,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_breath,196,0.4882430986121545,0.37136185743255773,0.07358449373732513,0.35466425437688903,0.05345244956709684,0.9482706869570291,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_heart_rate,196,3.0425928641746283,2.3845531502194603,0.4314604079640342,0.4395522538398812,0.06233150580096182,0.8838977088332369,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_hrv,196,12.55837996187786,8.850749488991584,-1.3462607196679213,0.45596475001667147,-0.04887950789544825,0.8560339718378625,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
deep_sleep_duration,196,1487.6778408261666,1146.574859301056,5.338157949229438,0.7994771274507246,0.0028687226938583416,0.5938998829157698,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
light_sleep_duration,196,4118.441001770416,3011.3544301028337,-124.89178457971677,0.9391527694749885,-0.028479821690366218,0.438754487322371,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
rem_sleep_duration,196,1837.131940483119,1416.169670280031,-103.92385534779748,0.8061466907946337,-0.04560253416595418,0.6539234019914255,kalman,0,3,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_breath,202,0.5801596116323076,0.41509158452634576,0.021849445477744756,0.42143325049353925,0.01587163712285993,0.9728143649888462,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_heart_rate,202,4.387270989901495,2.8053839188604237,-0.21811796969520345,0.6338129805417329,-0.03151070467277706,0.783201308174796,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
average_hrv,202,14.979822653725584,9.413004872633513,0.7204344551928145,0.5438815446207224,0.026157252548701264,0.911299243956956,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
deep_sleep_duration,202,1367.7256774438936,1035.0260238136887,120.18502775610982,0.7350149109811271,0.0645873576363014,0.7489347223944904,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
light_sleep_duration,202,4281.606537108442,3074.971720189323,-481.05360601757025,0.9763603837954811,-0.10969753510202546,0.47407703084319874,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
rem_sleep_duration,202,1771.7355666645758,1402.5850904402446,34.2463717905341,0.7774502922496693,0.015027553918311202,0.7495221613976761,kalman,0,4,Night blocks masking (2-3 day gaps),ffa0507aad97,2026-08-17T17:06:19
