column,n_eval,rmse,mae,bias,nrmse,nbias,sd_ratio,method,repeat,fold,masking,fingerprint,computed_at
selfassessment_value,109,0.9338199596914891,0.7747104000354231,0.305861545302829,0.9638359752533474,0.3156929317583261,0.35528283902165986,saits,0,0,Single night masking,8e95ef7f2bad,2026-08-17T17:46:21
selfassessment_value,108,0.7885262244175091,0.6297492856793339,0.05646393069533145,0.8138720260117144,0.05827886536752959,0.38973427026153507,saits,0,1,Single night masking,8e95ef7f2bad,2026-08-17T17:46:21
selfassessment_value,108,0.9306210363360452,0.7721260877288728,0.13913628201304415,0.960534228080291,0.14360857537407104,0.34373253496340905,saits,0,2,Single night masking,8e95ef7f2bad,2026-08-17T17:46:21
selfassessment_value,108,0.9062350535295377,0.738620111359135,-0.08486135974671673,0.9353644003454173,-0.08758908029747411,0.3041961456979001,saits,0,3,Single night masking,8e95ef7f2bad,2026-08-17T17:46:21
selfassessment_value,108,0.869912387119328,0.6918315474843753,-0.2529747762644989,0.8978742051102966,-0.2611062096765899,0.37002401059246215,saits,0,4,Single night masking,8e95ef7f2bad,2026-08-17T17:46:21
