column,n_eval,rmse,mae,bias,nrmse,nbias,sd_ratio,method,repeat,fold,masking,fingerprint,computed_at
nback_score,100,0.18526924430394393,0.13540720708615017,0.006495644788589608,0.9097616407318301,0.031896759133877704,0.9912250764439169,ffill_bfill,0,0,Single night masking,f95a45876f83,2026-08-17T17:48:11
nback_score,99,0.17784069221171797,0.13519983288775375,0.01523414942562829,0.8732838553062138,0.07480704543640451,0.9362785333680185,ffill_bfill,0,1,Single night masking,f95a45876f83,2026-08-17T17:48:11
nback_score,99,0.17919415418447868,0.13506226069018304,-0.018085522781624355,0.8799300085284231,-0.08880866838486484,0.9838601125982762,ffill_bfill,0,2,Single night masking,f95a45876f83,2026-08-17T17:48:11
nback_score,99,0.18282868822448822,0.14193308232022941,-0.007194968590445442,0.8977773294043596,-0.03533077740155864,0.9977100651061457,ffill_bfill,0,3,Single night masking,f95a45876f83,2026-08-17T17:48:11
nback_score,99,0.1749764784122911,0.1318803327075583,0.03106332768878951,0.8592191795670584,0.15253597039766217,0.9396034528558534,ffill_bfill,0,4,Single night masking,f95a45876f83,2026-08-17T17:48:11
